0.1 	 0
1.1 	 231.552
2.1 	 4343.68
3.1 	 8601.6
4.1 	 8556.74
5.1 	 8605.5
6.1 	 6250.5
7.1 	 4513.28
8.1 	 4176.51
9.1 	 4270.85
10.1 	 4390.91
11.1 	 4489.54
12.1 	 4489.54
13.1 	 4292.29
14.1 	 2431.3
15.1 	 2542.78
16.1 	 2615.68
17.1 	 2748.61
18.1 	 2877.25
19.1 	 3018.75
20.1 	 3138.82
21.1 	 3233.15
22.1 	 3353.22
23.1 	 3490.43
24.1 	 3597.63
25.1 	 3713.41
26.1 	 3816.32
27.1 	 3923.52
28.1 	 4039.3
29.1 	 4150.78
30.1 	 4257.98
31.1 	 4378.05
32.1 	 4485.25
33.1 	 4493.82
34.1 	 4288
35.1 	 2735.74
36.1 	 2491.33
37.1 	 2602.82
38.1 	 2731.46
39.1 	 2864.38
40.1 	 3005.89
41.1 	 3125.95
42.1 	 3211.71
43.1 	 3336.06
44.1 	 3477.57
45.1 	 3580.48
46.1 	 3700.54
47.1 	 3799.17
48.1 	 3910.66
49.1 	 4017.86
50.1 	 4137.92
51.1 	 4245.12
52.1 	 4356.61
53.1 	 4476.67
54.1 	 4493.82
55.1 	 4498.11
56.1 	 2838.66
57.1 	 2431.3
58.1 	 2594.24
59.1 	 2718.59
60.1 	 2847.23
61.1 	 3001.6
62.1 	 3095.94
