0.1 	 0
0.2 	 240
0.3 	 0
0.4 	 400
0.5 	 520
0.6 	 600
0.7 	 520
0.8 	 920
0.9 	 1440
1 	 2440
1.1 	 3280
1.2 	 2480
1.3 	 4120
1.4 	 4600
1.5 	 5560
1.6 	 0
1.7 	 0
1.8 	 13360
1.9 	 4041.25
2 	 1650.31
2.1 	 1869.69
2.2 	 1758.75
2.3 	 1800
2.4 	 520
2.5 	 1960
2.6 	 1760
2.7 	 760
2.8 	 1840
2.9 	 2120
3 	 2160
3.1 	 2080
3.2 	 1280
3.3 	 2200
3.4 	 2440
3.5 	 2560
3.6 	 1360
3.7 	 1920
3.8 	 2320
3.9 	 1520
4 	 1840
4.1 	 2720
4.2 	 2912.81
4.3 	 1887.19
4.4 	 2280
4.5 	 2840
4.6 	 2880
4.7 	 3040
4.8 	 1520
4.9 	 2560
5 	 2800
5.1 	 1400
5.2 	 2720
5.3 	 3240
5.4 	 2800
5.5 	 2280
5.6 	 3200
5.7 	 3480
5.8 	 3400
5.9 	 3480
6 	 1240
6.1 	 3640
6.2 	 3000
6.3 	 1320
6.4 	 3800
6.5 	 3480
6.6 	 2320
6.7 	 2920
6.8 	 4040
6.9 	 4200
7 	 4280
7.1 	 2960
7.2 	 1920
7.3 	 4320
7.4 	 2712.81
7.5 	 2357.5
7.6 	 4249.69
7.7 	 2792.81
7.8 	 3327.19
7.9 	 4000
8 	 4800
8.1 	 4800
8.2 	 3800
8.3 	 3440
8.4 	 3240
8.5 	 4760
8.6 	 2120
8.7 	 3480
8.8 	 4800
8.9 	 2240
9 	 3960
9.1 	 5200
9.2 	 5320
9.3 	 4640
9.4 	 3880
9.5 	 4160
9.6 	 4320
9.7 	 4440
9.8 	 2520
9.9 	 4760
10 	 4400
10.1 	 2560
10.2 	 4960
10.3 	 5920
10.4 	 5360
10.5 	 4320
10.6 	 4680
10.7 	 4680
10.8 	 5400
10.9 	 4080
11 	 3200
11.1 	 5520
11.2 	 4000
11.3 	 3200
11.4 	 5960
11.5 	 5680
11.6 	 5280
11.7 	 5200
11.8 	 5280
11.9 	 5520
12 	 5080
12.1 	 4920
12.2 	 3800
12.3 	 5160
12.4 	 5040
12.5 	 3800
12.6 	 5240
12.7 	 6800
12.8 	 6040
12.9 	 5920
13 	 6000
13.1 	 5960
13.2 	 5080
13.3 	 4960
13.4 	 4320
13.5 	 5880
13.6 	 4920
13.7 	 4320
13.8 	 6000
13.9 	 6800
14 	 6320
14.1 	 6600
14.2 	 5640
14.3 	 6360
14.4 	 6040
14.5 	 4920
14.6 	 5120
14.7 	 6120
14.8 	 5000
14.9 	 5240
15 	 6200
15.1 	 7000
15.2 	 6520
15.3 	 5680
15.4 	 7520
15.5 	 7520
15.6 	 5800
15.7 	 5120
15.8 	 6320
15.9 	 5480
16 	 5480
16.1 	 6360
16.2 	 5560
16.3 	 5800
16.4 	 7840
16.5 	 7880
16.6 	 7640
16.7 	 7680
16.8 	 4440
16.9 	 5960
17 	 6160
17.1 	 6280
17.2 	 6040
17.3 	 6160
17.4 	 6360
17.5 	 6240
17.6 	 8120
17.7 	 8240
17.8 	 8120
17.9 	 6920
18 	 6280
18.1 	 6160
18.2 	 3280
18.3 	 0
18.4 	 10901.2
18.5 	 3858.75
18.6 	 4160
18.7 	 3592.81
18.8 	 3767.19
18.9 	 3920
19 	 5000
19.1 	 5160
19.2 	 2560
19.3 	 3600
19.4 	 4600
19.5 	 2480
19.6 	 3880
19.7 	 4520
19.8 	 4200
19.9 	 4320
20 	 4920
20.1 	 3880
20.2 	 5520
20.3 	 5200
20.4 	 3280
20.5 	 3960
20.6 	 4472.81
20.7 	 3487.19
20.8 	 4120
20.9 	 4440
21 	 4720
21.1 	 5240
21.2 	 4640
21.3 	 5240
21.4 	 5960
21.5 	 5000
21.6 	 4040
21.7 	 4360
21.8 	 4680
21.9 	 3960
22 	 4400
22.1 	 4880
22.2 	 4880
22.3 	 5160
22.4 	 5840
22.5 	 6080
22.6 	 6480
22.7 	 5560
22.8 	 3360
22.9 	 5560
23 	 3920
23.1 	 4760
23.2 	 5720
23.3 	 4160
23.4 	 4640
23.5 	 6880
23.6 	 6960
23.7 	 6040
23.8 	 5880
23.9 	 4840
24 	 6400
24.1 	 4240
24.2 	 4480
24.3 	 6400
24.4 	 4560
24.5 	 4600
24.6 	 6400
24.7 	 6480
24.8 	 6720
24.9 	 6560
25 	 6040
25.1 	 6920
25.2 	 5480
25.3 	 5400
25.4 	 5400
25.5 	 5640
25.6 	 5480
25.7 	 5440
25.8 	 5760
25.9 	 7440
