0.1 	 0
0.2 	 251.25
0.3 	 167.5
0.4 	 586.25
0.5 	 879.375
0.6 	 628.125
0.7 	 1005
0.8 	 1340
0.9 	 1340
1 	 1340
1.1 	 1340
1.2 	 1298.12
1.3 	 1340
1.4 	 1172.5
1.5 	 795.625
1.6 	 628.125
1.7 	 335
1.8 	 0
1.9 	 0
2 	 0
2.1 	 0
2.2 	 0
2.3 	 1926.25
2.4 	 2554.38
2.5 	 2805.62
2.6 	 711.875
2.7 	 3198.12
2.8 	 628.125
2.9 	 670
3 	 125.625
3.1 	 293.125
3.2 	 3350
3.3 	 1340
3.4 	 1340
3.5 	 1340
3.6 	 1172.5
3.7 	 628.125
3.8 	 670
3.9 	 586.25
4 	 753.75
4.1 	 1340
4.2 	 1340
4.3 	 1340
4.4 	 1298.12
4.5 	 1340
4.6 	 1340
4.7 	 1340
4.8 	 1256.25
4.9 	 586.25
5 	 711.875
5.1 	 628.125
5.2 	 628.125
5.3 	 1340
5.4 	 1340
5.5 	 1298.12
5.6 	 1340
5.7 	 1340
5.8 	 1340
5.9 	 1340
6 	 1298.12
6.1 	 670
6.2 	 628.125
6.3 	 670
6.4 	 544.375
6.5 	 1340
6.6 	 1340
6.7 	 1298.12
6.8 	 1340
6.9 	 1340
7 	 1340
7.1 	 1340
7.2 	 1298.12
7.3 	 711.875
7.4 	 628.125
7.5 	 628.125
7.6 	 586.25
7.7 	 1298.12
7.8 	 1340
7.9 	 1298.12
8 	 1340
8.1 	 1340
8.2 	 1340
8.3 	 1340
8.4 	 1298.12
8.5 	 753.75
8.6 	 670
8.7 	 670
8.8 	 586.25
8.9 	 1172.5
9 	 1340
9.1 	 1298.12
9.2 	 1340
9.3 	 1340
9.4 	 1340
9.5 	 1340
9.6 	 1298.12
9.7 	 837.5
9.8 	 628.125
9.9 	 670
