0.1 	 0
0.2 	 251.25
0.3 	 167.5
0.4 	 586.25
0.5 	 879.375
0.6 	 628.125
0.7 	 1005
0.8 	 1340
0.9 	 1340
1 	 1340
1.1 	 1340
1.2 	 1298.12
1.3 	 1340
1.4 	 1046.88
1.5 	 251.25
1.6 	 544.375
1.7 	 0
1.8 	 0
1.9 	 0
2 	 0
2.1 	 0
2.2 	 0
2.3 	 0
2.4 	 0
2.5 	 711.875
2.6 	 1130.62
2.7 	 0
2.8 	 0
2.9 	 0
3 	 0
3.1 	 0
3.2 	 0
3.3 	 0
3.4 	 0
3.5 	 0
3.6 	 0
3.7 	 0
3.8 	 0
3.9 	 0
4 	 670
4.1 	 0
4.2 	 0
4.3 	 0
4.4 	 1758.75
4.5 	 0
4.6 	 0
4.7 	 0
4.8 	 7852.5
4.9 	 0
5 	 0
5.1 	 0
5.2 	 209.375
5.3 	 0
5.4 	 83.75
5.5 	 0
5.6 	 251.25
5.7 	 0
5.8 	 125.625
5.9 	 0
6 	 209.375
6.1 	 167.5
6.2 	 0
6.3 	 251.25
6.4 	 0
6.5 	 502.5
6.6 	 0
6.7 	 376.875
6.8 	 0
6.9 	 628.125
7 	 125.625
7.1 	 502.5
7.2 	 125.625
7.3 	 460.625
7.4 	 335
7.5 	 0
7.6 	 0
7.7 	 0
7.8 	 1800.62
7.9 	 125.625
8 	 167.5
8.1 	 83.75
8.2 	 293.125
8.3 	 125.625
8.4 	 251.25
8.5 	 83.75
8.6 	 251.25
8.7 	 167.5
8.8 	 293.125
8.9 	 0
9 	 251.25
9.1 	 251.25
9.2 	 251.25
9.3 	 83.75
9.4 	 251.25
9.5 	 251.25
9.6 	 293.125
9.7 	 83.75
9.8 	 167.5
9.9 	 335
10 	 125.625
10.1 	 209.375
10.2 	 167.5
10.3 	 251.25
10.4 	 83.75
10.5 	 376.875
10.6 	 83.75
10.7 	 251.25
10.8 	 167.5
10.9 	 418.75
11 	 0
11.1 	 251.25
11.2 	 251.25
11.3 	 251.25
11.4 	 167.5
11.5 	 293.125
11.6 	 251.25
11.7 	 251.25
11.8 	 167.5
11.9 	 167.5
12 	 335
12.1 	 83.75
12.2 	 335
12.3 	 167.5
12.4 	 293.125
12.5 	 167.5
12.6 	 335
12.7 	 83.75
12.8 	 335
12.9 	 167.5
13 	 335
13.1 	 83.75
13.2 	 335
13.3 	 293.125
13.4 	 251.25
13.5 	 167.5
13.6 	 251.25
13.7 	 335
13.8 	 209.375
13.9 	 209.375
14 	 167.5
14.1 	 418.75
14.2 	 125.625
14.3 	 335
14.4 	 167.5
14.5 	 293.125
14.6 	 293.125
14.7 	 335
14.8 	 125.625
14.9 	 293.125
15 	 167.5
15.1 	 460.625
15.2 	 125.625
15.3 	 209.375
15.4 	 335
15.5 	 335
15.6 	 167.5
15.7 	 251.25
15.8 	 335
15.9 	 251.25
16 	 293.125
16.1 	 209.375
16.2 	 293.125
16.3 	 251.25
16.4 	 418.75
16.5 	 167.5
16.6 	 251.25
16.7 	 335
16.8 	 376.875
16.9 	 167.5
17 	 335
17.1 	 209.375
17.2 	 293.125
17.3 	 335
17.4 	 251.25
17.5 	 251.25
17.6 	 335
17.7 	 251.25
17.8 	 293.125
17.9 	 335
18 	 251.25
18.1 	 335
18.2 	 335
18.3 	 251.25
18.4 	 251.25
18.5 	 418.75
18.6 	 251.25
18.7 	 293.125
18.8 	 335
18.9 	 251.25
19 	 251.25
19.1 	 418.75
19.2 	 251.25
19.3 	 251.25
19.4 	 335
19.5 	 335
19.6 	 293.125
19.7 	 335
19.8 	 251.25
19.9 	 335
20 	 418.75
20.1 	 251.25
20.2 	 335
20.3 	 293.125
20.4 	 376.875
20.5 	 293.125
20.6 	 376.875
20.7 	 209.375
20.8 	 335
20.9 	 418.75
21 	 251.25
21.1 	 251.25
21.2 	 418.75
21.3 	 335
21.4 	 293.125
21.5 	 335
21.6 	 335
21.7 	 335
21.8 	 418.75
21.9 	 251.25
22 	 335
22.1 	 376.875
22.2 	 335
22.3 	 418.75
22.4 	 251.25
22.5 	 335
22.6 	 335
22.7 	 418.75
22.8 	 251.25
22.9 	 335
23 	 418.75
23.1 	 335
23.2 	 293.125
23.3 	 376.875
23.4 	 335
23.5 	 376.875
23.6 	 418.75
23.7 	 293.125
23.8 	 376.875
23.9 	 628.125
24 	 1088.75
24.1 	 0
24.2 	 0
24.3 	 251.25
24.4 	 586.25
24.5 	 209.375
24.6 	 0
24.7 	 0
24.8 	 0
24.9 	 1716.88
25 	 41.875
25.1 	 41.875
25.2 	 251.25
25.3 	 376.875
25.4 	 83.75
25.5 	 0
25.6 	 251.25
25.7 	 335
25.8 	 167.5
25.9 	 0
26 	 167.5
26.1 	 335
26.2 	 293.125
26.3 	 0
26.4 	 83.75
26.5 	 335
26.6 	 335
26.7 	 0
26.8 	 125.625
26.9 	 293.125
27 	 293.125
27.1 	 125.625
27.2 	 0
27.3 	 335
27.4 	 335
27.5 	 167.5
27.6 	 0
27.7 	 251.25
27.8 	 335
27.9 	 251.25
28 	 0
28.1 	 209.375
28.2 	 335
28.3 	 335
28.4 	 0
28.5 	 167.5
28.6 	 251.25
28.7 	 376.875
28.8 	 41.875
28.9 	 83.75
29 	 376.875
29.1 	 251.25
29.2 	 167.5
29.3 	 83.75
29.4 	 335
29.5 	 335
29.6 	 167.5
29.7 	 0
29.8 	 335
29.9 	 376.875
30 	 251.25
30.1 	 0
30.2 	 293.125
30.3 	 293.125
30.4 	 335
30.5 	 0
30.6 	 167.5
30.7 	 460.625
30.8 	 251.25
30.9 	 83.75
31 	 167.5
31.1 	 335
31.2 	 335
31.3 	 167.5
31.4 	 83.75
31.5 	 418.75
31.6 	 376.875
31.7 	 167.5
31.8 	 0
31.9 	 418.75
32 	 251.25
32.1 	 335
32.2 	 0
32.3 	 335
32.4 	 335
32.5 	 376.875
32.6 	 0
32.7 	 251.25
32.8 	 376.875
32.9 	 376.875
33 	 83.75
33.1 	 167.5
33.2 	 335
33.3 	 335
33.4 	 293.125
33.5 	 83.75
33.6 	 418.75
33.7 	 293.125
33.8 	 293.125
33.9 	 83.75
34 	 335
34.1 	 335
34.2 	 335
34.3 	 0
34.4 	 418.75
34.5 	 293.125
34.6 	 335
34.7 	 83.75
34.8 	 335
34.9 	 418.75
35 	 418.75
35.1 	 0
35.2 	 251.25
35.3 	 418.75
35.4 	 544.375
35.5 	 0
35.6 	 167.5
35.7 	 418.75
35.8 	 586.25
35.9 	 0
36 	 83.75
36.1 	 921.25
36.2 	 209.375
36.3 	 0
36.4 	 0
36.5 	 502.5
36.6 	 711.875
36.7 	 41.875
36.8 	 0
36.9 	 376.875
37 	 670
37.1 	 251.25
37.2 	 0
37.3 	 251.25
37.4 	 628.125
37.5 	 376.875
37.6 	 0
37.7 	 209.375
37.8 	 544.375
37.9 	 586.25
38 	 0
38.1 	 83.75
38.2 	 502.5
38.3 	 670
38.4 	 83.75
38.5 	 0
38.6 	 502.5
38.7 	 586.25
38.8 	 293.125
38.9 	 0
39 	 335
39.1 	 586.25
39.2 	 418.75
39.3 	 0
39.4 	 251.25
39.5 	 544.375
39.6 	 586.25
39.7 	 0
39.8 	 167.5
39.9 	 544.375
40 	 586.25
40.1 	 125.625
40.2 	 83.75
40.3 	 502.5
40.4 	 586.25
40.5 	 251.25
40.6 	 0
40.7 	 460.625
40.8 	 628.125
40.9 	 376.875
41 	 0
41.1 	 335
41.2 	 586.25
41.3 	 502.5
41.4 	 0
41.5 	 251.25
41.6 	 544.375
41.7 	 502.5
41.8 	 167.5
41.9 	 167.5
42 	 586.25
42.1 	 502.5
42.2 	 251.25
42.3 	 83.75
42.4 	 544.375
42.5 	 586.25
42.6 	 335
42.7 	 0
42.8 	 460.625
